date_time,date,power
13/03/17 4:30,03/13/2017,439.9018146
13/03/17 5:30,03/13/2017,1314.316223
13/03/17 6:30,03/13/2017,711.7640214
13/03/17 7:30,03/13/2017,575.8279469
13/03/17 8:30,03/13/2017,403.2725577
13/03/17 9:30,03/13/2017,1253.862439
13/03/17 10:30,03/13/2017,978.5170307
13/03/17 11:30,03/13/2017,395.0375918
13/03/17 12:30,03/13/2017,1301.132176
13/03/17 13:30,03/13/2017,418.9294229
13/03/17 14:30,03/13/2017,357.0024923
13/03/17 15:30,03/13/2017,508.2561845
13/03/17 16:30,03/13/2017,415.7841636
13/03/17 17:30,03/13/2017,519.4306626
13/03/17 18:30,03/13/2017,441.6562107
13/03/17 19:30,03/13/2017,264.8492433
13/03/17 20:30,03/13/2017,219.8721939
13/03/17 21:30,03/13/2017,242.5195526
13/03/17 22:30,03/13/2017,381.4854988
13/03/17 23:30,03/13/2017,215.9300033
14/03/17 0:30,03/14/2017,291.9232249
14/03/17 1:30,03/14/2017,765.9473578
14/03/17 2:30,03/14/2017,610.4054495
14/03/17 3:30,03/14/2017,367.5540298
14/03/17 4:30,03/14/2017,526.4785075
14/03/17 5:30,03/14/2017,406.5814999
14/03/17 6:30,03/14/2017,145.0397702
14/03/17 7:30,03/14/2017,99.11592834
14/03/17 8:30,03/14/2017,480.2187072
14/03/17 9:30,03/14/2017,331.6016104
14/03/17 10:30,03/14/2017,290.4718588
14/03/17 11:30,03/14/2017,326.443456
14/03/17 12:30,03/14/2017,422.509396
14/03/17 13:30,03/14/2017,762.6278599
14/03/17 14:30,03/14/2017,840.4836206
14/03/17 15:30,03/14/2017,742.532294
14/03/17 16:30,03/14/2017,795.7902937
14/03/17 17:30,03/14/2017,744.0349377
14/03/17 18:30,03/14/2017,642.7688979
14/03/17 19:30,03/14/2017,277.0076435
14/03/17 20:30,03/14/2017,256.8797032
14/03/17 21:30,03/14/2017,260.5995327
14/03/17 22:30,03/14/2017,257.9009117
14/03/17 23:30,03/14/2017,242.4492607
